y_train_real,y_train_pred
19.1,19.034411269841243
14.93,14.318644967532473
14.7,15.46616666666667
1.8,3.5155447557000974
7.22,8.959305980392159
18.13,15.566569047619062
17.3,15.979081666666664
15.2,15.106711666666676
13.85,12.260234047619049
12.27,14.402395873015879
20.77,20.38363114638439
1.32,2.9634986904761904
14.94,16.583893333333343
14.42,13.47053464285715
2.51,2.4855099999999997
16.4,14.54241309523811
10.34,10.211310000000005
12.3,12.004299999999986
6.0,6.564045000000001
14.5,14.083157017185975
14.06,14.759437380952365
6.5,8.808225396825396
13.08,13.476883926906435
16.17,15.901145000000001
6.48,6.431717098946374
13.51,13.880130317460313
14.4,13.457621666666666
11.2,11.79516476190477
13.39,12.246181666666677
6.1,6.883195
16.83,15.755184469696962
6.79,6.2214
16.13,6.772500033917711
14.02,13.579099999999999
9.62,10.287150000000002
17.9,19.287700000000026
1.7,5.994066666666664
11.0,11.843893333333334
8.2,8.90261071428572
4.14,5.417237619047618
16.0,15.412090000000001
12.7,13.827850000000002
14.38,15.010457142857154
11.8,12.897567142857145
17.21,17.749994285714287
2.71,3.701565743423244
15.59,15.739540952380942
18.5,18.11802666666667
11.72,11.283315952380956
15.8,16.41536666666666
18.9,19.25705211977565
9.04,8.53360311077811
12.13,11.478346666666667
19.27,18.01680583333333
0.484,3.3919492419047623
11.7,11.391021428571433
1.0,4.6946071428571425
10.88,12.48753781746032
11.74,13.057920295815297
10.89,12.182624563492068
12.61,12.750259999999999
19.67,19.510728497025845
14.0,11.678261904761897
13.7,14.128037254901974
14.16,13.551141666666673
6.64,7.1270449999999945
14.38,13.311950977223105
15.15,15.31976583333334
16.92,16.880896208973716
20.15,19.15700334935868
16.38,16.17738333333334
15.04,15.888663888888889
21.48,19.609804218004218
5.58,6.117275714285715
11.9,12.344508333333334
17.38,18.178637619047628
16.18,15.307500000000006
10.82,8.529721666666667
8.11,9.018745022657077
17.16,16.9448596825397
12.3,12.239207380952372
17.1,17.394885714285696
7.54,7.680485714285714
14.69,14.12376333333335
14.25,12.633891629072686
8.76,8.578924999999998
13.22,11.572149478576975
0.34,5.011438095238093
16.5,14.077016666666664
19.8,19.15622083333331
13.8,15.628175065237048
14.82,14.845523333333338
2.75,3.6555269495782
17.8,17.753621031746032
21.06,19.38341166666666
12.23,12.66497904761905
11.2,12.0333095959596
17.1,17.58250952380951
8.1,6.292317290764792
19.27,19.3294507990576
5.2,7.332889285714282
14.6,14.589825000000001
6.43,10.385476428571424
7.14,6.856966183261182
4.7,11.998772851731603
1.87,4.015672524536182
7.02,9.324331309523812
12.4,12.17338496376812
18.77,18.727556666666665
4.42,7.740714999999995
9.59,9.72296557359308
12.0,12.27196746031747
8.7,10.219566785714285
18.85,17.739586666666657
20.7,20.428004285714287
5.81,5.878069999999996
11.66,14.442774722222216
3.5,6.377676111111112
11.87,11.881223333333333
17.4,16.408684999999995
16.0,15.851243650793656
8.4,9.494263203463206
14.9,15.11201666666668
15.7,16.00298714285717
12.77,13.068140476190473
21.01,20.21462047619048
12.4,12.616647380952383
9.73,7.995697499999999
15.0,18.11986229048729
5.8,5.25606
14.03,13.785699999999993
6.66,8.043274404761911
10.7,6.883171774630598
19.7,19.230731666666685
13.62,13.994044517427023
19.7,19.093735772005772
15.02,14.829926754707719
10.68,12.185839761904754
12.16,13.204044999999999
11.71,11.345608809523808
0.46,1.252426666666666
14.94,14.825566666666688
13.3,12.473832142857136
15.91,16.16197883575575
7.98,7.419652499999999
19.77,19.672174999999985
14.6,14.962194496465877
15.4,12.470245833333331
12.6,13.686527777777783
20.14,19.91578142857143
10.8,11.309257142857145
15.76,13.6821119047619
19.7,18.680393080808102
3.29,3.7136649999999998
18.24,17.95403999999999
15.9,14.155177407735088
11.8,12.237559999999995
5.9,4.51116333333333
16.5,16.76447333333335
20.3,20.225699999999982
6.25,6.13233261904762
18.88,17.591459761904776
7.3,9.324644999999995
1.57,9.698292759993274
13.52,14.86571071428571
15.25,15.122566666666664
12.1,12.552198333333331
17.09,16.351079999999996
12.96,13.012411666666669
13.11,15.146436904761904
1.02,1.7883650000000015
15.78,14.030561666666657
14.2,13.580257142857143
17.1,17.431720238095238
11.82,11.72506696795324
12.7,10.254069057447548
9.93,9.438365833333325
13.4,13.769806904761905
11.9,12.429541666666664
15.8,16.625678571428555
15.61,15.980334484126987
8.78,9.935291666666652
16.61,16.377171666666662
11.42,12.003015476190471
13.3,10.348877301587299
0.26,2.0301155555555566
0.18,2.14568
19.1,17.82441999999999
4.98,5.036393333333334
14.0,13.74736967532467
17.1,16.42126357142856
15.27,14.130371666666665
14.1,15.7846788095238
9.6,10.825723333333336
20.7,19.20713011904764
17.16,17.176604761904763
13.56,13.86111666666667
15.83,16.128063495670993
7.03,9.159182276334777
14.67,15.663057857142858
14.76,14.918339556277056
19.6,19.62412833333334
6.6,9.205493253968255
16.31,16.76390095238094
7.7,9.242126753246751
10.47,10.389244817959819
14.0,12.347641666666666
0.85,1.7735583333333318
16.3,16.42787976190476
7.0,6.217507936507936
11.99,12.118628333333334
19.51,18.34990071428573
1.3,3.563854444444446
7.3,6.883171774630598
20.7,20.171925000000016
18.77,17.77943142857142
13.27,12.865963333333331
10.9,11.368148333333334
10.59,13.22478172438672
19.48,19.313440000000003
12.57,13.887728333333332
16.01,15.506065000000001
5.0,6.754739805194804
17.27,15.726327365967371
15.0,13.794336666666668
16.86,13.237325555555556
15.1,14.659178095238083
18.62,18.73760714285712
8.71,8.535999523809526
0.02,0.05945357251082241
15.26,16.73913499999999
16.17,16.42679500000001
1.2,9.615494761904763
11.9,11.752913333333332
2.65,2.7886521411483276
15.8,16.92168261904761
18.5,17.540254047619047
9.2,10.480959047619049
13.58,11.761956792929297
10.7,12.503660714285713
17.96,18.973689371941944
18.03,17.286951666666663
14.0,12.466011666666668
14.58,14.561741428571422
17.8,18.11986229048729
17.42,16.273041856740075
10.2,10.944743095238104
14.2,14.67444869047619
10.46,8.478983333333343
9.88,10.154200000000001
10.2,11.41604655483406
20.5,19.81114682539681
0.0,2.2294183333333333
13.4,12.78326904761905
16.39,16.40530000000003
11.8,14.712846681929177
16.84,15.957748333333324
2.8,3.9117798701298727
13.29,10.33714033333333
18.0,16.722636904761895
18.69,18.813602142857135
8.8,10.204070303030296
10.79,12.787867142857134
7.18,9.315902380952368
0.77,0.8523466666666664
14.05,12.987614999999996
19.01,16.66323016233766
18.2,18.18376476190476
16.32,13.858094166666666
11.47,10.724071149406148
19.5,17.539143008658012
12.4,12.771329365079366
15.7,13.829890000000013
15.58,15.266286435538605
12.1,8.72524569189078
18.41,18.162445714285727
16.1,15.565445833333321
13.09,13.891758333333325
17.12,17.582876317016318
1.7,6.377810000000003
1.97,4.015672524536182
1.04,6.772500033917711
4.49,8.270633293650798
15.01,14.917583333333335
13.76,13.988073174603178
16.56,16.802879999999995
18.95,18.531246666666668
13.0,13.01675621212121
11.21,12.169756829004328
20.71,20.41392500000002
15.38,14.97133952380953
