,feature_importance
HTL_stack_sequence_WY-1,5.551158876288743e-06
Perovskite_deposition_solvent_annealing_time_15.0,5.547797806904144e-06
Perovskite_band_gap_1.68,5.547080371528156e-06
ETL_stack_sequence_SiO2-nanocolumns,5.54340241864562e-06
Add_lay_front_stack_sequence_Eu(TTA)2(Phen)MAA,5.542204946197678e-06
HTL_deposition_procedure_Spray-coating,5.542173596967439e-06
HTL_stack_sequence_MoOx__2,5.541014059899329e-06
ETL_stack_sequence_Graphene_oxide;_TiO2-c,5.538311710368315e-06
Perovskite_composition_none_stoichiometry_components_in_excess_MAI;_PEAI,5.535675984280417e-06
Perovskite_deposition_quenching_media_additives_concentrations_10_mg/ml,5.530972744495675e-06
ETL_stack_sequence_Zn2SnO4__1,5.524115454228627e-06
Perovskite_additives_concentrations_0.023,5.518721011421815e-06
Perovskite_additives_compounds_Ti3C2Tx,5.517858513728728e-06
HTL_stack_sequence_ZnPy,5.502096771017386e-06
Perovskite_additives_compounds_SnS-QDs,5.5010453452662385e-06
Perovskite_dimension_2D_True,5.500887373925782e-06
HTL_deposition_reaction_solutions_compounds_supplier_Synthesized,5.500289084717374e-06
ETL_deposition_solvents_mixing_ratios_0.01;_1;_0.15;_1,5.498182641777707e-06
Perovskite_deposition_after_treatment_of_formed_perovskite_met_80W/cm_20.1mm/s,5.498068000173313e-06
Backcontact_deposition_thermal_annealing_time_Unknown__1,5.4936856805872456e-06
Perovskite_composition_none_stoichiometry_components_in_excess_CsI;_MACl,5.491852589572976e-06
Perovskite_deposition_reaction_solutions_compounds_supplier_Alfa_Aesar;_Dyesol,5.4908843983853845e-06
Perovskite_deposition_after_treatment_of_formed_perovskite_met_40kHz;_10W;_1_min,5.490852288463827e-06
Perovskite_deposition_solvents_DMF_none_none_none,5.484848580354029e-06
Perovskite_deposition_thermal_annealing_time_30.0;_150.0;_15.0,5.484675923259105e-06
Perovskite_deposition_solvents_mixing_ratios_86;_700;_114_1,5.484520327998105e-06
Perovskite_composition_a_ions_(PEI);_MA,5.481591703638225e-06
Backcontact_stack_sequence_Al__3,5.47989957323398e-06
ETL_stack_sequence_BaSnO3-nw,5.474060434498947e-06
ETL_stack_sequence_PS,5.467326253544138e-06
Perovskite_pl_max_813.0,5.462587062341921e-06
Perovskite_additives_compounds_GeI2,5.4574929619866765e-06
Encapsulation_edge_sealing_materials_UV-curable_epoxy_(ThreeBond),5.4567854396967255e-06
ETL_stack_sequence_NiCl2,5.453239913713448e-06
Module_number_of_cells_in_module_22.0,5.452573310209606e-06
Perovskite_additives_compounds_NaOAc,5.451182407355987e-06
HTL_additives_compounds_Undoped,5.4428260937392e-06
Perovskite_additives_compounds_Poly(amicacid),5.439745518077948e-06
Substrate_cleaning_procedure_UV-Ozone,5.437875059615681e-06
Perovskite_deposition_thermal_annealing_time_1.0_1.0,5.4352208339756224e-06
ETL_stack_sequence_BaSnO3-np,5.434674636403848e-06
HTL_stack_sequence_Graphene_oxide,5.4327307426718526e-06
Perovskite_additives_concentrations_0.0004,5.431616956493742e-06
Perovskite_deposition_thermal_annealing_time_2.0_2.0_45.0,5.431316639416712e-06
ETL_stack_sequence_Nb2O5-c,5.430194728335797e-06
Perovskite_additives_concentrations_0.1_w%,5.429683479684583e-06
Perovskite_additives_concentrations_nan;_2_%,5.424998247686582e-06
Perovskite_additives_concentrations_30_wt%,5.418853162283141e-06
Perovskite_additives_compounds_ZnPc,5.415515819151957e-06
Substrate_stack_sequence_MoO3,5.415023757807861e-06
HTL_stack_sequence_HL-2,5.41313423134875e-06
HTL_stack_sequence_Spiro-MeO-TPD,5.410555181310547e-06
Perovskite_pl_max_200.0,5.408949396123494e-06
Perovskite_deposition_thermal_annealing_temperature_Unknown_60;_80;_100,5.405837323177969e-06
Perovskite_additives_compounds_CdS;_Cd(SCN2H4)2Cl2,5.403927339590729e-06
Perovskite_deposition_thermal_annealing_temperature_30;_160,5.401985396289296e-06
ETL_deposition_thermal_annealing_temperature_50,5.397334185355125e-06
Perovskite_additives_compounds_S-Carbon-nt,5.395121037278265e-06
HTL_stack_sequence_TPA-ZnPc__1,5.3915428210091185e-06
HTL_stack_sequence_OMe-TATPyr,5.390428085441383e-06
Perovskite_deposition_procedure_Spin-coating_Vapour_annealing_CBD,5.387824763522849e-06
Perovskite_additives_concentrations_nan;_10_mol%,5.3814303534311696e-06
HTL_stack_sequence_G2,5.381031230883161e-06
Perovskite_deposition_thermal_annealing_time_40.0_30.0,5.377867311699295e-06
HTL_stack_sequence_Hexamethyl-substituted_subphthalocyanine,5.375448605988215e-06
Perovskite_deposition_synthesis_atmosphere_relative_humidity_55,5.373958677090382e-06
ETL_additives_concentrations_1_mol%,5.3649144592583596e-06
ETL_deposition_reaction_solutions_concentrations_0.1_wt%,5.364144644619155e-06
ETL_stack_sequence_ZnSnO4-c,5.364103639400786e-06
Perovskite_deposition_thermal_annealing_temperature_80.0_250.0,5.3612396980610425e-06
Perovskite_deposition_solvents_DMF_IPA_Methybenene,5.356745941086447e-06
Perovskite_deposition_thermal_annealing_time_120.0_1.0_1.0_15.0,5.353903724695414e-06
Cell_area_total_0.25,5.353259864192121e-06
Perovskite_composition_a_ions_coefficients_0.2;_0.2;_0.6,5.353038766607023e-06
HTL_deposition_synthesis_atmosphere_N2_methanol,5.3450068342019145e-06
Perovskite_band_gap_1.557,5.344792061772528e-06
Perovskite_additives_concentrations_0.004,5.344037691431671e-06
HTL_stack_sequence_PTA,5.333560186999557e-06
ETL_stack_sequence_Bphen;_Ir(MDQ)2(acac),5.331152580297273e-06
HTL_stack_sequence_poly(DTSTPD-r-BThTPD),5.3236212496498535e-06
Perovskite_deposition_procedure_Drop-infiltration_CBD,5.3220128793639e-06
Perovskite_composition_c_ions_coefficients_1.8;_1.2,5.3182815039902636e-06
Perovskite_composition_c_ions_coefficients_0.03;_2.97,5.309634073560577e-06
Perovskite_deposition_procedure_Evaporation_Gas_reaction_Washing,5.309053334422856e-06
Perovskite_deposition_thermal_annealing_time_45.0_45.0,5.309007279396319e-06
Perovskite_deposition_solvents_mixing_ratios_1_24;_1000,5.302584816717568e-06
Perovskite_deposition_solvents_mixing_ratios_1;_0.079_1,5.3018628517504805e-06
Perovskite_additives_concentrations_0.06_mg/ml,5.294206873574318e-06
ETL_stack_sequence_NDI3HU-DTYM2,5.293190299269182e-06
Perovskite_deposition_solvents_DMF;_DMSO_DMSO;_Methanol,5.2896711268931344e-06
ETL_deposition_thermal_annealing_time_15.0,5.289259973038422e-06
Perovskite_deposition_thermal_annealing_temperature_65.0;_100,5.289124820934203e-06
Perovskite_deposition_solvents_DMF;_HCl_IPA,5.281394613567999e-06
ETL_stack_sequence_PyCEE,5.2802649265065055e-06
Backcontact_deposition_reaction_solutions_compounds_supplier_Sigma_Aldrich,5.279455967867304e-06
Perovskite_deposition_thermal_annealing_time_5.0_312.0,5.275946710230613e-06
HTL_additives_compounds_Li-TFSI;_Polystyrene;_TBP,5.275515144886382e-06
Perovskite_deposition_solvents_mixing_ratios_1.5;_8.5,5.266501148816152e-06
Perovskite_deposition_solvent_annealing_solvent_atmosphere_Pyridine,5.265836107002126e-06
HTL_additives_compounds_K,5.258904952067806e-06
Perovskite_band_gap_1.78,5.252473953072418e-06
ETL_stack_sequence_PEAI,5.250531556171482e-06
Perovskite_composition_a_ions_coefficients_0.03;_0.81;_0.16,5.248128823896159e-06
Perovskite_deposition_thermal_annealing_time_5.0,5.236497165807928e-06
HTL_deposition_thermal_annealing_temperature_30,5.236355180731706e-06
Perovskite_deposition_synthesis_atmosphere_Vacuum_Ar,5.2235297727156065e-06
Perovskite_composition_short_form_(3AMP)MAPbI,5.221024927552705e-06
Backcontact_deposition_procedure_Brush_painting,5.2194918831479615e-06
HTL_stack_sequence_IDF-SFXPh,5.207225972687888e-06
Perovskite_deposition_solvents_IPA_DMF_IPA,5.206610315960508e-06
HTL_stack_sequence_MoS2,5.205788130348699e-06
ETL_additives_compounds_Sn__2,5.1954522863193174e-06
Perovskite_deposition_thermal_annealing_time_30.0;_180.0,5.193810023051504e-06
ETL_additives_compounds_Li-TFSI;_TiCl4__2,5.192996262298101e-06
ETL_stack_sequence_C60;_PCBM-60,5.192254183298505e-06
Perovskite_additives_concentrations_1.3,5.187885646980131e-06
Perovskite_deposition_thermal_annealing_time_Unknown_3.0;_15.0,5.186674328199808e-06
Perovskite_deposition_thermal_annealing_time_10.0_10.0;_20.0,5.185521476059686e-06
Perovskite_deposition_solvents_mixing_ratios_1_7;_3,5.183922059743528e-06
Perovskite_additives_compounds_Li-TFSI,5.183408042247974e-06
ETL_deposition_reaction_solutions_age_10.0,5.1830318333248345e-06
Perovskite_band_gap_1.498,5.181083814227914e-06
ETL_deposition_procedure_Slot-die_coating__2,5.177916682861437e-06
ETL_deposition_reaction_solutions_compounds_Titanium_diisopropoxide_bis(acetylacetonate);_TiO2-np,5.172593245609445e-06
HTL_stack_sequence_OCNR;_PEDOT:PSS,5.170655145333808e-06
Perovskite_composition_short_form_MAInPbI,5.167458000485818e-06
Perovskite_deposition_thermal_annealing_pressure_1_bar,5.163728999152476e-06
Perovskite_deposition_solvents_IPA_IPA__1,5.162635004866259e-06
ETL_additives_compounds_Zr__1,5.15772971626206e-06
Perovskite_deposition_synthesis_atmosphere_pressure_total_1_atm_1_atm,5.155087472523228e-06
Perovskite_deposition_thermal_annealing_temperature_Unknown_80,5.145953248988771e-06
HTL_stack_sequence_CZTSSe;_rGO,5.138311781747376e-06
HTL_stack_sequence_ME2,5.137818050827773e-06
HTL_stack_sequence_Fe(bpyPY4)_(OTf)2.5,5.1354910240133135e-06
HTL_stack_sequence_PD-10-DTTE-7,5.132512452601033e-06
Perovskite_deposition_thermal_annealing_temperature_40;_60;_80;_100,5.126665413908084e-06
ETL_deposition_procedure_RF_Magnetron_Sputtering__1,5.124536645101098e-06
HTL_stack_sequence_Benzylamine,5.1214163953238665e-06
HTL_stack_sequence_TTF1,5.115731292561418e-06
Perovskite_deposition_reaction_solutions_compounds_nan_Octylammonium_iodide,5.114832322408661e-06
Perovskite_deposition_thermal_annealing_temperature_44.0,5.1131228167483045e-06
Perovskite_pl_max_751.0,5.109346106839215e-06
HTL_stack_sequence_Polyacrylonitrile-grafted_rGO,5.108436699734907e-06
Perovskite_deposition_synthesis_atmosphere_Air_MAI;_NH4Cl,5.102507829240868e-06
HTL_stack_sequence_OMETPA-DPP,5.1020079347935265e-06
Perovskite_deposition_solvents_mixing_ratios_1;_11,5.101929296913528e-06
ETL_stack_sequence_PEABr,5.092859758285128e-06
Perovskite_deposition_thermal_annealing_temperature_85.0_100.0,5.092681410716834e-06
Perovskite_additives_compounds_PTMA;_Rb,5.0924228543845985e-06
Perovskite_band_gap_1.608,5.091072220445613e-06
Perovskite_pl_max_637.0,5.0875066686583225e-06
HTL_stack_sequence_PQT-12,5.0870912219552924e-06
Perovskite_deposition_quenching_media_additives_compounds_PTAA,5.08185782235467e-06
HTL_stack_sequence_PEDOT:PSS;_Graphene_oxide,5.070573291853692e-06
Perovskite_additives_compounds_APPA,5.068394329082114e-06
HTL_stack_sequence_Spiro_p-xylene,5.061908290609542e-06
Perovskite_deposition_thermal_annealing_time_60.0_2.0_Unknown,5.058872874100942e-06
Perovskite_deposition_thermal_annealing_time_2.0_540.0,5.0552239855572075e-06
Perovskite_additives_compounds_MAOAc,5.053870666205566e-06
Perovskite_deposition_thermal_annealing_time_0.5;_60.0,5.052238761416852e-06
Perovskite_deposition_solvents_mixing_ratios_95;_5_1,5.0475858831480845e-06
HTL_additives_compounds_Pyridine,5.0426200819110925e-06
ETL_additives_compounds_EDTA,5.040094763529117e-06
Backcontact_stack_sequence_Ni__3,5.0382160670608596e-06
Substrate_stack_sequence_Ag__1,5.037142190414776e-06
Perovskite_pl_max_779.8,5.035796058977316e-06
ETL_stack_sequence_Al2O3-np,5.033823055719241e-06
Perovskite_band_gap_1.27,5.032498828890628e-06
ETL_deposition_synthesis_atmosphere_relative_humidity_30,5.032080774783594e-06
ETL_stack_sequence_CdSe,5.0309522068067864e-06
Perovskite_deposition_synthesis_atmosphere_N2__1,5.028155459074767e-06
Perovskite_additives_concentrations_10_g/ml,5.027188304151258e-06
Perovskite_deposition_thermal_annealing_temperature_25_150,5.026013842490902e-06
Perovskite_additives_compounds_BHT,5.0252891401555694e-06
Perovskite_additives_concentrations_0.16;_0.5,5.019137705844965e-06
Perovskite_additives_concentrations_0.4;_0.01,5.017425258144672e-06
Perovskite_additives_compounds_PDAI,5.016297429904414e-06
Perovskite_deposition_thermal_annealing_temperature_70_100_100,5.007421509578742e-06
ETL_stack_sequence_ZnCsO__1,5.007284328929651e-06
Perovskite_deposition_synthesis_atmosphere_relative_humidity_0_30,5.006085996806823e-06
Perovskite_band_gap_1.66,5.001748127412718e-06
min_crystal_radius,5.001663971930674e-06
HTL_additives_compounds_D1;_Li-TFSI;_TBP,5.001125764981521e-06
ETL_stack_sequence_AAO,5.0010301822352436e-06
HTL_stack_sequence_Th-OMeTPA,5.0007072161405695e-06
Perovskite_additives_compounds_Cl;_PCBM-60;_PEG,4.996222141370185e-06
Perovskite_additives_compounds_Graphene_oxide,4.996054046403957e-06
ETL_stack_sequence_CdS__2,4.994625499931255e-06
ETL_additives_compounds_Na2S,4.990508994327706e-06
Perovskite_deposition_thermal_annealing_time_100.0;_20.0,4.988817045137201e-06
Perovskite_deposition_solvents_IPA_DMF;_DMSO,4.987079114687541e-06
Perovskite_deposition_quenching_media_additives_concentrations_0.5_mg/ml,4.986874259378949e-06
Module_area_total_56.02,4.986238513538076e-06
Perovskite_additives_compounds_CsPbBr3-np,4.986220687282336e-06
HTL_stack_sequence_BMPA-BTD_3-TPA,4.985063950745515e-06
HTL_stack_sequence_X22,4.984636142306434e-06
HTL_stack_sequence_B186,4.983619183105955e-06
Perovskite_deposition_thermal_annealing_time_10.0__2,4.978968871208588e-06
Perovskite_band_gap_1.588,4.9780318037291606e-06
Perovskite_deposition_solvents_mixing_ratios_65;_35,4.976726096277226e-06
Perovskite_additives_compounds_Agarose,4.975490191687339e-06
ETL_deposition_synthesis_atmosphere_Air_Air__2,4.973847773226675e-06
Perovskite_deposition_solvents_mixing_ratios_17;_3_1,4.96866310285395e-06
Perovskite_additives_concentrations_nan;_0.1,4.963795061285009e-06
HTL_additives_compounds_Ag-np,4.962819861022135e-06
Perovskite_deposition_thermal_annealing_temperature_35;_120_120,4.960507033215345e-06
ETL_additives_compounds_SrO,4.9578616965346925e-06
Perovskite_composition_a_ions_BA;_Cs;_FA,4.957332704319299e-06
HTL_stack_sequence_Cu:Ni_acetate,4.954593167881601e-06
Perovskite_additives_compounds_CNDs@K,4.9542920579322525e-06
Perovskite_deposition_reaction_solutions_compounds_nan_MABr,4.953872151815266e-06
Perovskite_deposition_solvents_mixing_ratios_923;_77_1,4.950635709535035e-06
Perovskite_deposition_solvents_mixing_ratios_7;_7,4.950190609195217e-06
Perovskite_deposition_synthesis_atmosphere_relative_humidity_2,4.944893622871165e-06
Perovskite_deposition_solvents_DMF_IPA;_Toluene,4.943657248758399e-06
ETL_deposition_thermal_annealing_atmosphere_Air__3,4.943081003177152e-06
HTL_stack_sequence_Azu-Oct,4.939309977641263e-06
ETL_additives_compounds_Au@Ag-np;_Li-TFSI__1,4.938203650121376e-06
Perovskite_deposition_solvent_annealing_solvent_atmosphere_DMF;_DMSO,4.934723113811001e-06
Perovskite_additives_compounds_EDA,4.934119137685764e-06
Perovskite_deposition_solvents_purity_Unknown,4.933918997523905e-06
Perovskite_deposition_thermal_annealing_temperature_Unknown_40.0;_100,4.9328197965986836e-06
Perovskite_deposition_solvent_annealing_solvent_atmosphere_4‐fluoroaniline,4.923113276556489e-06
Perovskite_deposition_solvents_mixing_ratios_1;_1.2,4.9223012218929205e-06
Perovskite_deposition_thermal_annealing_temperature_Unknown_120,4.919192490911215e-06
Perovskite_deposition_solvents_supplier_Sigma_Aldrich,4.917531212499149e-06
HTL_stack_sequence_c-TCTA,4.912408670651778e-06
Perovskite_additives_compounds_DPP-DTT,4.912025392187269e-06
HTL_stack_sequence_P3HT;_SWCNTs__2,4.910595448723786e-06
Perovskite_composition_c_ions_coefficients_0.75;_2.25,4.907249225316597e-06
Backcontact_stack_sequence_Cr2O3:Cr,4.904393267466753e-06
ETL_stack_sequence_Zn2SnO4-c,4.9017573498063444e-06
Perovskite_additives_concentrations_15;_10,4.898028256204022e-06
ETL_stack_sequence_ZnO-np__1,4.892489890210614e-06
HTL_stack_sequence_P,4.888273036840612e-06
ETL_deposition_solvents_IPA__2,4.887772977195164e-06
HTL_additives_compounds_F6-TCNNQ__1,4.878293179077665e-06
ETL_stack_sequence_PCBM-63,4.8772055460735835e-06
HTL_stack_sequence_PANI,4.876610921459663e-06
ETL_deposition_solvents_mixing_ratios_nan,4.873823218207963e-06
HTL_stack_sequence_PZn-TPA,4.871093489042201e-06
HTL_stack_sequence_Carbon-np;_PEDOT:PSS,4.865951169777799e-06
Perovskite_deposition_solvents_DMSO;_GBL_DMF;_IPA,4.862179527289514e-06
Perovskite_dimension_2D3D_mixture_False,4.860583189013874e-06
HTL_additives_compounds_Ba,4.857511213657937e-06
Perovskite_additives_concentrations_13_mg/ml,4.853266023039599e-06
Perovskite_deposition_solvents_DMF_none_IPA,4.850976029513528e-06
Perovskite_additives_compounds_SnI2,4.850196177105999e-06
Perovskite_deposition_thermal_annealing_temperature_50.0;_100_100.0,4.849172980657954e-06
Perovskite_band_gap_1.523,4.845811025639793e-06
Perovskite_additives_concentrations_0.6_mg/ml,4.845589239191948e-06
ETL_stack_sequence_S-acetylthiocholine_chloride,4.8372883008901475e-06
Perovskite_pl_max_770.1,4.8364509282825796e-06
Perovskite_composition_c_ions_coefficients_2.1;_0.9,4.833145783360101e-06
HTL_stack_sequence_Q222,4.829186683894154e-06
Perovskite_deposition_thermal_annealing_time_10.0_1.0,4.8288484492140115e-06
Perovskite_deposition_thermal_annealing_temperature_Unknown_50;_100,4.8277538725543095e-06
Perovskite_composition_c_ions_coefficients_0.075;_2.925,4.827632983952485e-06
Perovskite_additives_compounds_NaF,4.822514832303268e-06
Perovskite_deposition_thermal_annealing_temperature_60_200,4.822352188605523e-06
Perovskite_composition_c_ions_coefficients_0.25;_2.75,4.821553734284005e-06
Perovskite_composition_none_stoichiometry_components_in_excess_SrI2,4.8194947394660145e-06
ETL_deposition_thermal_annealing_temperature_60__2,4.813195652763383e-06
ETL_stack_sequence_FeO,4.811814262812699e-06
Perovskite_deposition_thermal_annealing_time_3.0;_60.0,4.811172660792238e-06
Perovskite_additives_compounds_Sn,4.80355527035137e-06
Perovskite_deposition_solvent_annealing_time_180.0,4.796085916485269e-06
Perovskite_additives_compounds_H2O;_KCl,4.793220944922477e-06
HTL_stack_sequence_TPB,4.792743285533105e-06
Perovskite_deposition_solvent_annealing_time_20.0,4.7915160164044085e-06
Perovskite_additives_compounds_SCN;_SnF2,4.787007884988522e-06
Perovskite_composition_a_ions_coefficients_1;_2,4.782967912866913e-06
HTL_stack_sequence_SrGO__1,4.782506352555453e-06
ETL_stack_sequence_Graphene_oxide__1,4.7813556827345584e-06
ETL_stack_sequence_NPC60_OH,4.78072844122806e-06
Perovskite_composition_short_form_BAMAPbI,4.776043583840515e-06
ETL_stack_sequence_MgO-c__3,4.774853838846459e-06
Perovskite_additives_concentrations_0.15;_0.1,4.772528839266996e-06
HTL_stack_sequence_Me-BPZTPA,4.772484492435716e-06
HTL_stack_sequence_Fu-OMeTPA,4.771094947457697e-06
HTL_additives_compounds_Carbon-nt@G;_Li-TFSI;_TBP,4.770368807394205e-06
HTL_stack_sequence_CIGGSe-np,4.768158807537436e-06
ETL_stack_sequence_PT-PDI,4.763299913114277e-06
Perovskite_deposition_thermal_annealing_temperature_92.0,4.761231013362445e-06
ETL_stack_sequence_NH4Cl,4.754263068411156e-06
HTL_stack_sequence_Bis-amide-TTF,4.74753595005993e-06
HTL_deposition_reaction_solutions_concentrations_35_mM,4.746147614945423e-06
HTL_stack_sequence_Co0.878Cu0.122O,4.744472859482876e-06
Perovskite_deposition_reaction_solutions_concentrations_0.5_M_34_mg/ml,4.7435334984717674e-06
mode_Boiling_Point_(K),4.7363615309784654e-06
HTL_additives_compounds_Diphenyliodonium-hexafluorophosphat,4.726967620930028e-06
HTL_additives_compounds_Cu2O,4.7170960113085836e-06
ETL_stack_sequence_SnO2-np;_TiO2-c,4.711286584934854e-06
ETL_stack_sequence_MoO3,4.709426134578267e-06
HTL_stack_sequence_ACE‐ANT‐ACE,4.708637626036062e-06
Perovskite_additives_compounds_TBA,4.707585840733634e-06
Perovskite_deposition_procedure_Co-evaporation_Gas_reaction_Spin-coating,4.703118644409102e-06
Perovskite_deposition_solvents_DMF;_DMSO_IPA_none,4.7010339155957054e-06
Perovskite_deposition_thermal_annealing_time_10.0;_15.0,4.700378062155873e-06
Perovskite_deposition_thermal_annealing_time_90.0;_15.0,4.6994508004513024e-06
HTL_stack_sequence_T1,4.698770335007677e-06
HTL_additives_compounds_AgSbF6,4.698443353116977e-06
Perovskite_deposition_thermal_annealing_temperature_60;_105,4.692876165023075e-06
ETL_deposition_reaction_solutions_concentrations_0.2_%,4.686415623899754e-06
Perovskite_composition_a_ions_(BDA);_MA,4.684236321831939e-06
Perovskite_deposition_after_treatment_of_formed_perovskite_met_40kHz;_5W;_3_min,4.678439028504919e-06
Perovskite_deposition_thermal_annealing_temperature_70_150,4.678334360036745e-06
ETL_stack_sequence_Lif,4.675944114197338e-06
Perovskite_deposition_thermal_annealing_temperature_65.0;_135.0,4.672998370771847e-06
ETL_stack_sequence_C60-SAM__1,4.6724700971691355e-06
Perovskite_additives_concentrations_20,4.6705968165690775e-06
Perovskite_additives_concentrations_nan;_4_mg/ml,4.66935720096686e-06
ETL_stack_sequence_PCBM-60;_PDI-DA,4.6635568613097166e-06
Perovskite_deposition_thermal_annealing_time_120.0_20.0,4.663506276327902e-06
Perovskite_additives_compounds_Cl;_Au-CZTS,4.660422470794678e-06
Perovskite_deposition_solvents_GBL;_DMSO,4.658910744177261e-06
ETL_deposition_thermal_annealing_time_20.0__1,4.653728545960731e-06
ETL_stack_sequence_Au@Ag__1,4.648402958180832e-06
HTL_additives_compounds_BMPyTFSI,4.639782072789992e-06
Perovskite_additives_compounds_PTN-Br;_SnF2,4.639055264760151e-06
Perovskite_composition_c_ions_coefficients_22,4.6366991683645574e-06
Perovskite_deposition_thermal_annealing_temperature_Unknown_140,4.634808513678336e-06
ETL_stack_sequence_SnO2;_TiO2-mp,4.631751167931184e-06
ETL_deposition_thermal_annealing_time_20.0;_30.0,4.630831178216431e-06
HTL_stack_sequence_CL1-2,4.6306115281059855e-06
ETL_stack_sequence_ITCP-M,4.629588154386633e-06
Perovskite_additives_concentrations_0.028;_nan,4.617257073807189e-06
Perovskite_additives_compounds_PbCl2;_PbAc2,4.616719282282817e-06
Perovskite_deposition_solvents_mixing_ratios_1;_59,4.616527516736902e-06
HTL_additives_compounds_Polydopamine,4.6163088541525205e-06
Perovskite_composition_b_ions_coefficients_0.04;_0.96,4.614474582338322e-06
Perovskite_deposition_thermal_annealing_time_15.0_30.0_10.0,4.609854057112589e-06
HTL_stack_sequence_TbT-1,4.6038059964408154e-06
HTL_deposition_thermal_annealing_temperature_Unknown,4.601939751549621e-06
Perovskite_pl_max_730.0,4.601022549124321e-06
Perovskite_band_gap_estimation_basis_EQE,4.595081490760521e-06
Backcontact_stack_sequence_CSCNT,4.593210069509888e-06
Perovskite_deposition_solvents_mixing_ratios_1_0.5;_9.5,4.58638906917964e-06
HTL_stack_sequence_Ag-nw;_PEDOT:PSS,4.583745287317548e-06
HTL_stack_sequence_pDPA-DBTP,4.583179549104576e-06
ETL_deposition_substrate_temperature_25__3,4.5746640141050055e-06
HTL_deposition_solvents_purity_Unknown,4.567085136547074e-06
Perovskite_composition_b_ions_coefficients_0.4;_0.6,4.566319485434766e-06
Perovskite_deposition_solvents_mixing_ratios_1_9;_1000,4.565346061431352e-06
HTL_stack_sequence_mm-SFX-3PA,4.564214385616232e-06
Perovskite_band_gap_1.84,4.562935492607988e-06
Perovskite_deposition_thermal_annealing_time_4.0;_10.0,4.561701339869815e-06
Perovskite_deposition_solvents_mixing_ratios_14;_6;_3_1,4.559961336136937e-06
Perovskite_additives_compounds_(SnF2(DMSO))2,4.558918339752084e-06
Perovskite_pl_max_522.0,4.558083313784397e-06
HTL_stack_sequence_SM13,4.557765974883931e-06
Perovskite_additives_compounds_Cl;_DTA,4.554893270196177e-06
HTL_additives_compounds_Chlorobenzol;_Li-TFSI;_TBP,4.554791727872812e-06
HTL_stack_sequence_TFAP,4.548782983757213e-06
Perovskite_additives_compounds_Cl;_Y,4.5472070260949026e-06
ETL_stack_sequence_OTS,4.546690162264957e-06
Perovskite_deposition_reaction_solutions_compounds_purity_Puris;_Puris,4.545843043008403e-06
HTL_stack_sequence_2mF-X59,4.5392001357668145e-06
Perovskite_additives_compounds_PVAm.HI,4.538846365882358e-06
ETL_stack_sequence_Fullerene_@_F4,4.537015829599231e-06
Substrate_supplier_Mekoprint_OC50,4.533226958907338e-06
Perovskite_additives_concentrations_1.00_wt%,4.52855162569816e-06
Perovskite_deposition_thermal_annealing_time_15.0_45.0,4.524784031500472e-06
ETL_stack_sequence_PCBM-derivative11,4.5244309321963975e-06
HTL_stack_sequence_PIF8-TAA,4.5242799472976874e-06
Perovskite_additives_compounds_IEICO-4F,4.521768203091193e-06
Perovskite_deposition_solvent_annealing_time_0.16666666666666666,4.520109144356813e-06
Perovskite_deposition_solvents_mixing_ratios_2;_3_1,4.515942070755465e-06
HTL_stack_sequence_2F,4.514545868078616e-06
HTL_stack_sequence_BL08,4.5128425998831e-06
Perovskite_deposition_thermal_annealing_time_120.0;_20.0,4.511601547322415e-06
ETL_stack_sequence_TiO2-nanosphere,4.510955184870224e-06
Backcontact_deposition_substrate_temperature_80,4.508937109253831e-06
HTL_stack_sequence_V873,4.5029302549986895e-06
Perovskite_deposition_solvent_annealing_time_120.0,4.499689869660882e-06
HTL_stack_sequence_CuI-np,4.498861993168097e-06
Perovskite_deposition_thermal_annealing_time_30.0_30.0;_5.0,4.494178211005678e-06
HTL_additives_compounds_Li-TFSI;_TBP;_FK102,4.490898994109727e-06
HTL_stack_sequence_CuP,4.486609722784369e-06
Perovskite_additives_compounds_NMP,4.485002438743805e-06
HTL_stack_sequence_M3;_PCBM-60,4.482519841771564e-06
Encapsulation_stack_sequence_UV_curable_glue,4.4824652404486166e-06
Perovskite_composition_short_form_(PyEA)MAPbI,4.481944335466117e-06
min_heat_of_fusion_(kJ/mol),4.478800668744473e-06
Perovskite_additives_compounds_Polyvinylalkolhol,4.477689728745498e-06
ETL_deposition_substrate_temperature_25,4.476183394559004e-06
Perovskite_deposition_thermal_annealing_time_10.0;_5.0,4.475653371133029e-06
HTL_additives_compounds_GeO2,4.475274376521313e-06
max_Gordy_electonegativity,4.47352289310749e-06
ETL_stack_sequence_SrGeO3,4.472201048759944e-06
HTL_stack_sequence_DBFMT,4.4707482328819424e-06
ETL_deposition_reaction_solutions_compounds_supplier_Luminescence_Technology_Corp,4.465918137514432e-06
Perovskite_deposition_solvents_mixing_ratios_8.5;_1,4.460657260744378e-06
HTL_stack_sequence_mp-SFX-3PA,4.45852163095224e-06
ETL_stack_sequence_PDI2,4.457888826224901e-06
Perovskite_additives_concentrations_0.5;_0.5,4.457087110572987e-06
Perovskite_deposition_procedure_Evaporation_Diffusion-gas_reaction,4.455522811534932e-06
Perovskite_deposition_thermal_annealing_time_1.3_10.0,4.454478935510133e-06
ETL_deposition_aggregation_state_of_reactants_Liquid_Liquid__2,4.453900427393846e-06
Perovskite_deposition_quenching_media_additives_compounds_IDIC-Th,4.450578158000254e-06
