,0
ETL_deposition_solvents_supplier,5.626112943153862e-05
Perovskite_composition_perovskite_inspired_structure,5.51186317448317e-05
Perovskite_deposition_synthesis_atmosphere_pressure_total,5.191703825986925e-05
HTL_deposition_synthesis_atmosphere_pressure_total,4.901133338003112e-05
Perovskite_deposition_reaction_solutions_compounds_supplier,4.589024445270855e-05
HTL_deposition_substrate_temperature,4.434637241082132e-05
Perovskite_deposition_synthesis_atmosphere_pressure_partial,4.215441668383718e-05
Perovskite_deposition_thermal_annealing_pressure,3.929673853981965e-05
ETL_deposition_synthesis_atmosphere_relative_humidity,3.876212036250053e-05
Perovskite_deposition_solvent_annealing_timing,3.577343986041431e-05
ETL_deposition_synthesis_atmosphere_pressure_partial,3.487409735702403e-05
Substrate_supplier,3.4342948984338923e-05
HTL_deposition_solvents_mixing_ratios,3.3714009585366236e-05
Backcontact_additives_compounds,3.298812487229769e-05
Substrate_area,3.2643954538004634e-05
HTL_deposition_synthesis_atmosphere_relative_humidity,3.121334474230672e-05
Backcontact_deposition_synthesis_atmosphere_pressure_total,3.036093557998792e-05
Perovskite_deposition_solvent_annealing_temperature,2.89458602735414e-05
ETL_deposition_synthesis_atmosphere_pressure_total,2.7643721464960354e-05
Perovskite_dimension_2D,2.742110008132523e-05
Perovskite_deposition_thermal_annealing_relative_humidity,2.7192269033820686e-05
HTL_deposition_reaction_solutions_temperature,2.612504454056389e-05
ETL_deposition_reaction_solutions_compounds_purity,2.1538627197630067e-05
Backcontact_surface_treatment_before_next_deposition_step,2.0103758368699677e-05
Perovskite_deposition_reaction_solutions_compounds_purity,1.9848805620927052e-05
Encapsulation_water_vapour_transmission_rate,1.760864668274189e-05
HTL_deposition_synthesis_atmosphere_pressure_partial,1.7386285783002985e-05
Perovskite_single_crystal,1.7238450200371205e-05
Add_lay_back,1.6179107401539684e-05
Perovskite_composition_inorganic,1.6179081786244066e-05
Substrate_brand_name,1.5189159144849957e-05
Backcontact_deposition_synthesis_atmosphere_pressure_partial,1.3616690202429801e-05
Perovskite_deposition_reaction_solutions_volumes,1.333771696236457e-05
Perovskite_dimension_2D3D_mixture,1.2945183866619422e-05
Backcontact_deposition_reaction_solutions_temperature,1.2580887920001376e-05
HTL_storage_atmosphere,9.297191508783186e-06
